ID,사고일시,요일,기상상태,시군구,도로형태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사망자수,중상자수,경상자수,부상자수,ECLO
ACCIDENT_10005,2019-09-18 18,수요일,맑음,대구광역시 북구 칠성동2가,교차로 - 교차로부근,건조,차대사람,보도통행중,안전운전불이행,이륜,남,18세,상해없음,보행자,남,49세,경상,0,0,1,0,3
ACCIDENT_10006,2019-09-18 18,수요일,맑음,대구광역시 달서구 신당동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,23세,상해없음,보행자,여,8세,경상,0,0,1,0,3
ACCIDENT_10007,2019-09-18 18,수요일,맑음,대구광역시 달서구 감삼동,단일로 - 기타,건조,차대차,정면충돌,안전운전불이행,승용,여,47세,상해없음,자전거,남,10세,경상,0,0,1,0,3
ACCIDENT_10008,2019-09-18 18,수요일,맑음,대구광역시 달서구 용산동,기타 - 기타,건조,차대차,기타,안전운전불이행,승용,남,70세,상해없음,승용,남,21세,상해없음,0,0,3,1,10
ACCIDENT_10009,2019-09-18 19,수요일,맑음,대구광역시 수성구 연호동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,화물,남,26세,상해없음,승용,여,39세,중상,0,1,0,0,5
ACCIDENT_10010,2019-09-18 19,수요일,맑음,대구광역시 달서구 대천동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,화물,남,44세,경상,승용,남,58세,경상,0,0,3,0,9
ACCIDENT_10011,2019-09-18 19,수요일,맑음,대구광역시 북구 노원동3가,단일로 - 기타,건조,차대차,추돌,안전거리미확보,승용,남,53세,상해없음,승용,남,23세,경상,0,0,3,0,9
ACCIDENT_10012,2019-09-18 19,수요일,맑음,대구광역시 중구 남산동,단일로 - 기타,건조,차대차,측면충돌,중앙선침범,승용,여,43세,상해없음,자전거,남,69세,중상,0,1,0,0,5
ACCIDENT_10013,2019-09-18 19,수요일,맑음,대구광역시 달서구 이곡동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,64세,상해없음,자전거,남,26세,중상,0,1,0,0,5
ACCIDENT_10014,2019-09-18 19,수요일,맑음,대구광역시 달서구 감삼동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승합,남,48세,상해없음,보행자,여,64세,경상,0,0,1,0,3
ACCIDENT_10015,2019-09-18 20,수요일,맑음,대구광역시 동구 신암동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,화물,남,50세,상해없음,승용,여,30세,경상,0,0,1,0,3
ACCIDENT_10016,2019-09-18 20,수요일,맑음,대구광역시 수성구 상동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,여,36세,상해없음,이륜,남,26세,경상,0,0,1,0,3
ACCIDENT_10017,2019-09-18 20,수요일,맑음,대구광역시 북구 태전동,교차로 - 교차로횡단보도내,건조,차대차,측면충돌,안전운전불이행,승용,남,68세,경상,이륜,남,19세,경상,0,0,5,0,15
ACCIDENT_10018,2019-09-18 20,수요일,맑음,대구광역시 북구 구암동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,57세,상해없음,승용,남,64세,경상,0,0,2,0,6
ACCIDENT_10019,2019-09-18 21,수요일,맑음,대구광역시 북구 태전동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,23세,상해없음,이륜,남,48세,중상,0,1,0,0,5
ACCIDENT_10020,2019-09-18 22,수요일,맑음,대구광역시 달서구 진천동,교차로 - 교차로안,건조,차대차,기타,안전거리미확보,승용,남,29세,상해없음,승용,남,63세,경상,0,0,2,0,6
ACCIDENT_10021,2019-09-18 22,수요일,맑음,대구광역시 달성군 유가읍,단일로 - 기타,건조,차량단독,공작물충돌,안전운전불이행,승용,여,50세,경상,,,,,0,0,1,0,3
ACCIDENT_10022,2019-09-19 00,목요일,맑음,대구광역시 달서구 도원동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,20세,상해없음,승용,여,53세,경상,0,0,2,0,6
ACCIDENT_10023,2019-09-19 05,목요일,맑음,대구광역시 북구 산격동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,화물,남,44세,상해없음,승용,남,68세,경상,0,0,1,0,3
ACCIDENT_10024,2019-09-19 05,목요일,맑음,대구광역시 서구 내당동,교차로 - 교차로안,건조,차대사람,길가장자리구역통행중,안전운전불이행,자전거,여,59세,부상신고,보행자,여,18세,상해없음,0,0,0,1,1
ACCIDENT_10025,2019-09-19 06,목요일,맑음,대구광역시 수성구 신매동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,기타불명,기타불명,미분류,기타불명,승용,여,34세,경상,0,0,1,0,3
ACCIDENT_10026,2019-09-19 07,목요일,맑음,대구광역시 달서구 송현동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,화물,남,49세,경상,승용,남,29세,경상,0,0,2,0,6
ACCIDENT_10027,2019-09-19 07,목요일,맑음,대구광역시 달성군 다사읍,교차로 - 교차로안,건조,차대차,정면충돌,안전운전불이행,승용,남,32세,상해없음,승용,남,50세,중상,0,1,0,0,5
ACCIDENT_10028,2019-09-19 07,목요일,맑음,대구광역시 북구 복현동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,여,44세,상해없음,승용,여,25세,중상,0,1,0,0,5
ACCIDENT_10029,2019-09-19 07,목요일,맑음,대구광역시 서구 중리동,단일로 - 기타,건조,차대차,추돌,안전거리미확보,승용,여,29세,경상,승용,남,38세,경상,0,1,3,0,14
ACCIDENT_10030,2019-09-19 08,목요일,맑음,대구광역시 동구 서호동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,남,56세,상해없음,승용,여,41세,경상,0,0,1,0,3
ACCIDENT_10031,2019-09-19 08,목요일,맑음,대구광역시 달성군 유가읍,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,기타불명,기타불명,미분류,기타불명,자전거,남,14세,경상,0,0,1,0,3
ACCIDENT_10032,2019-09-19 09,목요일,맑음,대구광역시 남구 대명동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,여,53세,상해없음,승용,여,66세,경상,0,0,1,0,3
ACCIDENT_10033,2019-09-19 10,목요일,맑음,대구광역시 달서구 송현동,단일로 - 기타,건조,차대차,측면충돌,차로위반,화물,남,49세,상해없음,승용,여,59세,경상,0,0,2,0,6
ACCIDENT_10034,2019-09-19 11,목요일,맑음,대구광역시 수성구 노변동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,66세,상해없음,승용,여,37세,경상,0,0,2,0,6
ACCIDENT_10035,2019-09-19 11,목요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차대차,측면충돌,신호위반,승용,여,48세,상해없음,이륜,남,67세,중상,0,1,0,0,5
ACCIDENT_10036,2019-09-19 11,목요일,맑음,대구광역시 북구 읍내동,교차로 - 교차로안,건조,차대차,추돌,안전운전불이행,이륜,남,18세,상해없음,승용,여,34세,경상,0,0,1,0,3
ACCIDENT_10037,2019-09-19 12,목요일,맑음,대구광역시 달서구 대천동,교차로 - 교차로횡단보도내,건조,차대사람,횡단중,보행자보호의무위반,화물,남,38세,상해없음,보행자,여,65세,중상,0,1,0,0,5
ACCIDENT_10038,2019-09-19 12,목요일,맑음,대구광역시 북구 국우동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,승용,남,39세,상해없음,승용,남,62세,중상,0,1,0,0,5
ACCIDENT_10039,2019-09-19 13,목요일,맑음,대구광역시 수성구 두산동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,이륜,남,30세,부상신고,승용,남,54세,경상,0,0,1,1,4
ACCIDENT_10040,2019-09-19 14,목요일,맑음,대구광역시 북구 노곡동,교차로 - 교차로횡단보도내,건조,차대차,측면충돌,안전운전불이행,자전거,남,62세,중상,승용,남,53세,상해없음,0,1,0,0,5
ACCIDENT_10041,2019-09-19 15,목요일,맑음,대구광역시 수성구 만촌동,기타 - 기타,건조,차대사람,보도통행중,안전운전불이행,개인형이동수단(PM),기타불명,미분류,기타불명,보행자,남,11세,경상,0,0,1,0,3
ACCIDENT_10042,2019-09-19 15,목요일,맑음,대구광역시 수성구 두산동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승합,여,62세,상해없음,승용,남,72세,경상,0,0,1,0,3
ACCIDENT_10043,2019-09-19 16,목요일,맑음,대구광역시 수성구 상동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,49세,상해없음,자전거,남,14세,경상,0,0,1,0,3
ACCIDENT_10044,2019-09-19 16,목요일,맑음,대구광역시 북구 구암동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,55세,상해없음,승용,여,42세,경상,0,0,1,0,3
ACCIDENT_10045,2019-09-19 17,목요일,맑음,대구광역시 동구 신천동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,24세,상해없음,승용,여,35세,경상,0,0,1,0,3
ACCIDENT_10046,2019-09-19 17,목요일,맑음,대구광역시 서구 평리동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,63세,상해없음,이륜,남,30세,경상,0,0,1,0,3
ACCIDENT_10047,2019-09-19 18,목요일,맑음,대구광역시 동구 신서동,단일로 - 기타,건조,차대차,측면충돌,교차로운행방법위반,승용,여,59세,상해없음,이륜,남,43세,중상,0,1,0,0,5
ACCIDENT_10048,2019-09-19 18,목요일,맑음,대구광역시 수성구 사월동,기타 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,48세,상해없음,자전거,남,6세,경상,0,0,1,0,3
ACCIDENT_10049,2019-09-19 18,목요일,맑음,대구광역시 수성구 수성동3가,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,60세,상해없음,승용,남,54세,중상,0,1,0,0,5
ACCIDENT_10050,2019-09-19 18,목요일,맑음,대구광역시 달서구 이곡동,단일로 - 기타,건조,차대차,기타,안전운전불이행,이륜,남,22세,부상신고,승용,남,42세,상해없음,0,0,0,1,1
ACCIDENT_10051,2019-09-19 19,목요일,맑음,대구광역시 수성구 신매동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,여,70세,상해없음,보행자,여,51세,경상,0,0,1,0,3
ACCIDENT_10052,2019-09-19 19,목요일,맑음,대구광역시 달서구 성당동,교차로 - 교차로부근,건조,차대차,측면충돌,중앙선침범,이륜,남,47세,상해없음,이륜,남,23세,경상,0,0,1,0,3
ACCIDENT_10053,2019-09-19 21,목요일,맑음,대구광역시 동구 신암동,단일로 - 기타,건조,차대사람,횡단중,과속,승용,남,58세,상해없음,보행자,남,39세,중상,0,1,0,0,5
ACCIDENT_10054,2019-09-19 22,목요일,맑음,대구광역시 달서구 송현동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,55세,상해없음,승용,여,42세,경상,0,0,1,0,3
ACCIDENT_10055,2019-09-19 22,목요일,맑음,대구광역시 달서구 감삼동,단일로 - 기타,건조,차대차,후진중충돌,안전운전불이행,승용,남,52세,상해없음,승용,남,25세,경상,0,0,1,0,3
ACCIDENT_10056,2019-09-20 02,금요일,맑음,대구광역시 동구 신서동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,남,63세,상해없음,특수,남,25세,경상,0,0,2,0,6
ACCIDENT_10057,2019-09-20 02,금요일,맑음,대구광역시 서구 내당동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,승용,여,48세,상해없음,승용,남,54세,경상,0,0,4,0,12
ACCIDENT_10058,2019-09-20 04,금요일,흐림,대구광역시 동구 신암동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,여,53세,상해없음,보행자,남,31세,경상,0,0,2,0,6
ACCIDENT_10059,2019-09-20 04,금요일,맑음,대구광역시 서구 평리동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,여,19세,상해없음,화물,여,68세,경상,0,0,1,0,3
ACCIDENT_10060,2019-09-20 04,금요일,맑음,대구광역시 달서구 용산동,교차로 - 교차로안,건조,차대사람,횡단중,과속,승용,남,60세,상해없음,보행자,남,22세,중상,0,1,0,0,5
ACCIDENT_10061,2019-09-20 05,금요일,맑음,대구광역시 달서구 두류동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,29세,상해없음,보행자,여,77세,중상,0,1,0,0,5
ACCIDENT_10062,2019-09-20 07,금요일,맑음,대구광역시 달서구 도원동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,여,72세,상해없음,승용,여,47세,경상,0,0,2,0,6
ACCIDENT_10063,2019-09-20 07,금요일,맑음,대구광역시 수성구 수성동4가,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,28세,상해없음,화물,남,53세,경상,0,0,1,0,3
ACCIDENT_10064,2019-09-20 07,금요일,맑음,대구광역시 달서구 갈산동,단일로 - 기타,건조,차대사람,횡단중,보행자보호의무위반,화물,남,64세,상해없음,보행자,남,24세,경상,0,0,1,0,3
ACCIDENT_10065,2019-09-20 08,금요일,맑음,대구광역시 동구 불로동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,여,33세,기타불명,보행자,여,79세,중상,0,1,0,0,5
ACCIDENT_10066,2019-09-20 09,금요일,맑음,대구광역시 달서구 월암동,단일로 - 기타,건조,차대차,기타,안전운전불이행,화물,남,54세,상해없음,승용,남,43세,경상,0,0,1,0,3
ACCIDENT_10067,2019-09-20 11,금요일,맑음,대구광역시 중구 남산동,단일로 - 기타,건조,차대사람,보도통행중,기타,기타불명,기타불명,미분류,기타불명,보행자,여,40세,부상신고,0,0,0,1,1
ACCIDENT_10068,2019-09-20 12,금요일,맑음,대구광역시 수성구 범어동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,60세,상해없음,화물,남,42세,경상,0,0,1,0,3
ACCIDENT_10069,2019-09-20 12,금요일,흐림,대구광역시 달성군 다사읍,단일로 - 기타,건조,차대사람,횡단중,신호위반,승용,여,63세,상해없음,보행자,여,18세,중상,0,2,1,0,13
ACCIDENT_10070,2019-09-20 12,금요일,맑음,대구광역시 서구 평리동,기타 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,65세,상해없음,이륜,남,24세,중상,0,1,0,0,5
ACCIDENT_10071,2019-09-20 14,금요일,맑음,대구광역시 북구 매천동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,이륜,남,18세,부상신고,0,0,0,1,1
ACCIDENT_10072,2019-09-20 15,금요일,흐림,대구광역시 동구 신천동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,41세,상해없음,자전거,여,58세,중상,0,1,0,0,5
ACCIDENT_10073,2019-09-20 16,금요일,맑음,대구광역시 달성군 화원읍,교차로 - 교차로부근,건조,차대차,측면충돌,안전거리미확보,승용,여,37세,상해없음,승용,남,50세,경상,0,0,1,0,3
ACCIDENT_10074,2019-09-20 16,금요일,맑음,대구광역시 북구 검단동,교차로 - 교차로안,건조,차량단독,전도전복 - 전도,안전운전불이행,자전거,남,18세,중상,,,,,0,1,0,0,5
ACCIDENT_10075,2019-09-20 17,금요일,맑음,대구광역시 동구 신암동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,49세,상해없음,보행자,여,5세,경상,0,0,1,0,3
ACCIDENT_10076,2019-09-20 17,금요일,맑음,대구광역시 달서구 이곡동,기타 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,56세,상해없음,보행자,남,70세,경상,0,0,1,0,3
ACCIDENT_10077,2019-09-20 17,금요일,비,대구광역시 북구 태전동,단일로 - 기타,젖음/습기,차대차,측면충돌,안전거리미확보,승용,남,69세,기타불명,승용,남,18세,경상,0,0,5,0,15
ACCIDENT_10078,2019-09-20 18,금요일,맑음,대구광역시 수성구 범물동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,남,57세,상해없음,승용,여,51세,경상,0,0,1,0,3
ACCIDENT_10079,2019-09-20 18,금요일,맑음,대구광역시 달성군 화원읍,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,58세,기타불명,승용,남,38세,경상,0,0,1,0,3
ACCIDENT_10080,2019-09-20 18,금요일,맑음,대구광역시 북구 산격동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,여,43세,상해없음,이륜,남,16세,경상,0,0,2,0,6
ACCIDENT_10081,2019-09-20 19,금요일,맑음,대구광역시 남구 봉덕동,단일로 - 기타,건조,차대차,기타,기타,기타불명,기타불명,미분류,기타불명,이륜,남,53세,부상신고,0,0,0,1,1
ACCIDENT_10082,2019-09-20 19,금요일,맑음,대구광역시 동구 능성동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,화물,남,53세,상해없음,농기계,남,65세,중상,0,1,0,0,5
ACCIDENT_10083,2019-09-20 19,금요일,맑음,대구광역시 달서구 진천동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,여,49세,상해없음,이륜,남,17세,경상,0,0,2,0,6
ACCIDENT_10084,2019-09-20 19,금요일,맑음,대구광역시 달서구 본리동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,남,38세,상해없음,승용,남,17세,경상,0,0,2,0,6
ACCIDENT_10085,2019-09-20 19,금요일,맑음,대구광역시 북구 구암동,교차로 - 교차로횡단보도내,건조,차대차,측면충돌,신호위반,이륜,남,19세,상해없음,이륜,남,24세,경상,0,0,3,0,9
ACCIDENT_10086,2019-09-20 20,금요일,맑음,대구광역시 남구 대명동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,50세,상해없음,승용,남,44세,경상,0,0,1,0,3
ACCIDENT_10087,2019-09-20 20,금요일,맑음,대구광역시 수성구 만촌동,단일로 - 기타,건조,차대사람,보도통행중,안전운전불이행,자전거,남,17세,상해없음,보행자,남,13세,중상,0,1,0,0,5
ACCIDENT_10088,2019-09-20 20,금요일,맑음,대구광역시 달서구 본동,교차로 - 교차로횡단보도내,건조,차대차,정면충돌,안전운전불이행,승용,남,28세,상해없음,이륜,남,53세,중상,0,1,0,0,5
ACCIDENT_10089,2019-09-20 20,금요일,맑음,대구광역시 달서구 송현동,단일로 - 기타,건조,차대차,기타,안전운전불이행,자전거,남,10세,부상신고,승용,남,37세,상해없음,0,0,0,1,1
ACCIDENT_10090,2019-09-20 21,금요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차량단독,기타,기타,승용,남,49세,상해없음,,,,,0,0,1,0,3
ACCIDENT_10091,2019-09-20 22,금요일,맑음,대구광역시 달성군 현풍읍,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,49세,상해없음,승용,여,36세,중상,0,1,0,0,5
ACCIDENT_10092,2019-09-20 23,금요일,맑음,대구광역시 달성군 논공읍,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,59세,상해없음,승용,여,47세,경상,0,0,1,0,3
ACCIDENT_10093,2019-09-20 23,금요일,맑음,대구광역시 중구 동인동2가,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,26세,상해없음,화물,남,35세,경상,0,0,1,0,3
ACCIDENT_10094,2019-09-21 00,토요일,맑음,대구광역시 동구 신천동,교차로 - 교차로부근,건조,차대사람,기타,안전운전불이행,승용,남,56세,상해없음,보행자,남,25세,부상신고,0,0,0,1,1
ACCIDENT_10095,2019-09-21 01,토요일,흐림,대구광역시 서구 내당동,교차로 - 교차로부근,젖음/습기,차대차,측면충돌,안전거리미확보,승용,남,35세,경상,승용,여,60세,중상,0,1,2,0,11
ACCIDENT_10096,2019-09-21 02,토요일,흐림,대구광역시 달서구 장기동,교차로 - 교차로부근,건조,차대차,기타,신호위반,승용,남,61세,상해없음,승용,남,58세,상해없음,0,0,1,0,3
ACCIDENT_10097,2019-09-21 03,토요일,맑음,대구광역시 동구 신암동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,28세,상해없음,화물,남,76세,경상,0,0,2,0,6
ACCIDENT_10098,2019-09-21 05,토요일,흐림,대구광역시 중구 동인동2가,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,24세,상해없음,승용,남,67세,중상,0,1,2,0,11
ACCIDENT_10099,2019-09-21 06,토요일,비,대구광역시 중구 교동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,기타,이륜,남,21세,중상,승용,남,48세,경상,0,1,1,0,8
ACCIDENT_10100,2019-09-21 07,토요일,비,대구광역시 남구 봉덕동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,교차로운행방법위반,화물,남,59세,상해없음,승용,남,20세,경상,0,0,2,1,7
ACCIDENT_10101,2019-09-21 08,토요일,비,대구광역시 동구 부동,단일로 - 기타,젖음/습기,차대차,추돌,안전운전불이행,승용,남,49세,상해없음,승용,여,37세,중상,0,2,2,0,16
ACCIDENT_10102,2019-09-21 08,토요일,맑음,대구광역시 달서구 송현동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,화물,남,64세,상해없음,승용,남,54세,경상,0,0,1,0,3
ACCIDENT_10103,2019-09-21 09,토요일,맑음,대구광역시 달서구 진천동,교차로 - 교차로부근,건조,차대차,측면충돌,안전거리미확보,승용,남,64세,상해없음,승합,남,37세,경상,0,0,1,0,3
ACCIDENT_10104,2019-09-21 10,토요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차량단독,기타,기타,승합,남,61세,상해없음,,,,,0,1,0,0,5
ACCIDENT_10105,2019-09-21 10,토요일,맑음,대구광역시 달서구 이곡동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,남,32세,상해없음,승용,남,73세,경상,0,0,1,0,3
ACCIDENT_10106,2019-09-21 11,토요일,맑음,대구광역시 달서구 상인동,교차로 - 교차로부근,건조,차대차,추돌,안전거리미확보,이륜,남,41세,부상신고,승용,남,66세,상해없음,0,0,0,1,1
ACCIDENT_10107,2019-09-21 12,토요일,비,대구광역시 달서구 용산동,단일로 - 기타,젖음/습기,차대차,측면충돌,안전거리미확보,승용,여,34세,경상,승용,남,58세,경상,0,0,3,0,9
ACCIDENT_10108,2019-09-21 12,토요일,맑음,대구광역시 달서구 장기동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,57세,상해없음,승용,남,53세,경상,0,0,1,0,3
ACCIDENT_10109,2019-09-21 13,토요일,맑음,대구광역시 중구 삼덕동1가,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,26세,상해없음,보행자,여,20세,경상,0,0,1,0,3
ACCIDENT_10110,2019-09-21 13,토요일,비,대구광역시 중구 태평로2가,단일로 - 기타,젖음/습기,차대차,측면충돌,차로위반,승용,여,66세,기타불명,화물,남,59세,경상,0,0,2,0,6
ACCIDENT_10111,2019-09-21 13,토요일,맑음,대구광역시 달서구 본리동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,안전운전불이행,승용,남,58세,기타불명,승용,남,30세,경상,0,0,2,0,6
ACCIDENT_10112,2019-09-21 14,토요일,비,대구광역시 동구 효목동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,신호위반,승용,여,50세,부상신고,승용,남,74세,상해없음,0,0,0,1,1
ACCIDENT_10113,2019-09-21 14,토요일,비,대구광역시 북구 칠성동1가,교차로 - 교차로안,젖음/습기,차대차,기타,신호위반,자전거,남,60세,부상신고,승용,남,55세,상해없음,0,0,0,1,1
ACCIDENT_10114,2019-09-21 15,토요일,맑음,대구광역시 달서구 본리동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,22세,상해없음,원동기,남,30세,경상,0,0,1,0,3
ACCIDENT_10115,2019-09-21 15,토요일,비,대구광역시 북구 산격동,단일로 - 기타,젖음/습기,차대차,측면충돌,안전거리미확보,승용,여,55세,상해없음,이륜,남,61세,중상,0,1,0,0,5
ACCIDENT_10116,2019-09-21 15,토요일,비,대구광역시 북구 산격동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,안전운전불이행,승용,남,34세,상해없음,승용,남,65세,상해없음,0,0,0,1,1
ACCIDENT_10117,2019-09-21 16,토요일,비,대구광역시 달서구 본리동,교차로 - 교차로부근,젖음/습기,차대차,기타,안전운전불이행,승용,여,62세,상해없음,화물,남,29세,경상,0,0,1,0,3
ACCIDENT_10118,2019-09-21 17,토요일,비,대구광역시 수성구 매호동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,남,55세,상해없음,승용,여,55세,경상,0,0,1,0,3
ACCIDENT_10119,2019-09-21 17,토요일,비,대구광역시 수성구 범어동,교차로 - 교차로안,젖음/습기,차대차,추돌,안전운전불이행,승용,남,40세,상해없음,승용,남,26세,경상,0,0,1,0,3
ACCIDENT_10120,2019-09-21 18,토요일,비,대구광역시 남구 봉덕동,교차로 - 교차로부근,젖음/습기,차대사람,횡단중,보행자보호의무위반,승용,남,69세,상해없음,보행자,여,70세,중상,0,1,0,0,5
ACCIDENT_10121,2019-09-21 18,토요일,비,대구광역시 수성구 지산동,교차로 - 교차로횡단보도내,젖음/습기,차대사람,횡단중,보행자보호의무위반,승용,남,55세,상해없음,보행자,여,15세,중상,0,1,0,0,5
ACCIDENT_10122,2019-09-21 18,토요일,비,대구광역시 수성구 수성동4가,단일로 - 기타,젖음/습기,차대차,측면충돌,안전거리미확보,승용,남,25세,경상,승용,남,26세,경상,0,0,3,0,9
ACCIDENT_10123,2019-09-21 18,토요일,비,대구광역시 달서구 본동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,남,73세,상해없음,승용,남,19세,중상,0,2,0,0,10
ACCIDENT_10124,2019-09-21 18,토요일,비,대구광역시 북구 복현동,교차로 - 교차로부근,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,남,33세,경상,이륜,남,26세,경상,0,0,3,0,9
ACCIDENT_10125,2019-09-21 18,토요일,비,대구광역시 서구 평리동,단일로 - 기타,젖음/습기,차대사람,보도통행중,기타,이륜,남,24세,상해없음,보행자,남,25세,경상,0,0,1,0,3
ACCIDENT_10126,2019-09-21 18,토요일,맑음,대구광역시 중구 태평로1가,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승합,남,49세,상해없음,보행자,여,80세,상해없음,0,0,0,2,2
ACCIDENT_10127,2019-09-21 19,토요일,비,대구광역시 수성구 시지동,교차로 - 교차로안,젖음/습기,차대차,측면충돌,신호위반,승용,여,45세,상해없음,이륜,남,39세,중상,0,1,0,0,5
ACCIDENT_10128,2019-09-21 19,토요일,비,대구광역시 달서구 송현동,단일로 - 기타,젖음/습기,차량단독,기타,안전운전불이행,승용,남,67세,상해없음,,,,,0,0,1,0,3
ACCIDENT_10129,2019-09-21 19,토요일,비,대구광역시 달서구 대천동,교차로 - 교차로부근,젖음/습기,차대차,정면충돌,안전운전불이행,승용,남,44세,상해없음,승용,여,30세,상해없음,0,0,2,0,6
ACCIDENT_10130,2019-09-21 19,토요일,비,대구광역시 달성군 다사읍,교차로 - 교차로부근,젖음/습기,차대차,측면충돌,안전운전불이행,승용,남,65세,상해없음,승용,여,59세,경상,0,0,1,0,3
ACCIDENT_10131,2019-09-21 19,토요일,비,대구광역시 달서구 감삼동,교차로 - 교차로횡단보도내,젖음/습기,차대차,측면충돌,교차로운행방법위반,승용,남,26세,상해없음,승용,남,26세,경상,0,0,2,0,6
ACCIDENT_10132,2019-09-21 19,토요일,맑음,대구광역시 북구 서변동,교차로 - 교차로부근,건조,차대사람,횡단중,안전운전불이행,화물,남,51세,상해없음,보행자,여,65세,중상,0,1,0,0,5
ACCIDENT_10133,2019-09-21 20,토요일,비,대구광역시 동구 불로동,단일로 - 기타,젖음/습기,차대차,기타,안전운전불이행,승용,남,43세,상해없음,승용,남,37세,경상,0,0,1,0,3
